"sex","n_id","mn_mn_displ","sd_displ","mn_md_displ","mn_mx_displ","mx_mx_displ"
"F",10,2.1644124939617,0.664318414289186,2.00616674248183,7.00116754371634,11.8340024640247
"M",12,5.82029192585334,11.3732403288712,5.13994533481674,20.1259587027534,99.4848723045735
