n_ind,tot_pnts,m_pnts,sd_pnts,m_pnts_in_pa,sd_pnts_in_pa,m_prop_in_pa,sd_prop_in_pa,m_pnts_in_ca,sd_pnts_in_ca,m_prop_in_ca,sd_prop_in_ca
12,5105,425.416666666667,190.793300022127,421.25,0.0120506967185499,0.991459649415635,0.0120506967185499,424.5,0.00327337444907425,0.998600709838068,0.00327337444907425
